kategori_obat,obat,Description,Dosis ,Efek Samping,Cara_Penyimpanan
Obat Kulit,Triamcort,Triamcort merupakan obat yang mengandung Triamcinolone yang digunakan untuk membantu gangguan sistem kekebalan tubuh.,"Kontraindikasi
Hindari penggunaan Triamcort pada pasien:","Kategori Kehamilan
Badan Pengawas Obat dan Makanan Amerika Serikat (FDA) mengkategorikan Triamcort-A Krim ke dalam Kategori C:
Studi pada hewan telah menunjukkan efek buruk pada janin (teratogenik atau embriosidal atau lainnya) dan tidak ada studi terkontrol pada wanita atau studi pada wanita dan hewan tidak tersedia. Obat diberikan hanya jika manfaat yang yang diperoleh lebih besar dari potensi risiko pada janin.",Interaksi Obat
Obat Kulit,Tretinon,Treclin digunakan untuk mengatasi jerawat.,"Cara Penyimpanan
Simpan pada suhu 20-25°C, jangan dibekukan.","Kontraindikasi
Hindari penggunaan Tretinonpada pasien dengan kondisi:","Efek samping yang mungkin terjadi selama penggunaan Tretinon, antara lain:"
Obat Kulit,Treclin,Treclin digunakan untuk mengatasi jerawat.,"Cara Penyimpanan
Simpan pada suhu di bawah 30°C.","Kontraindikasi
Hindari penggunaan Treclin pada pasien dengan kondisi:",Efek samping yang mungkin terjadi selama penggunaan Treclin antara lain:
Obat Kulit,Tracne,"Tracne digunakan sebagai Krim Anti Jerawat dan menceah munculnya komedo. Selain itu, Tracne dapat digunakan untuk hiperpigmentasi.","Efek samping yang mungkin terjadi selama pengunaan Tracne, antara lain:","Kontraindikasi
Hindari penggunaan Tracne pada pasien yang memiliki indikasi:","Overdosis
Penggunaan Tretinoin yang berlebihan dapat menimbulkan gejala kulit kemerahan, mengelupas, melepuh, atau tidak nyaman"
Obat Kulit,Topsy,Topsy krim sebagai anestesi topikal untuk digunakan pada kulit normal untuk menghilangkan rasa sakit sementara.,"Cara Penyimpanan
Simpan pada suhu di bawah 30 derajat Celcius.","Kontraindikasi
Hindari penggunaan Topsy pada pasien yang memiliki indikasi riwayat sensitivitas terhadap agen anestesi lokal tipe amida.","Efek samping yang mungkin terjadi selama pengunaan Topsy, antara lain:"
Obat Kulit,Topcort,Topcort adalah obat anti-peradangan untuk mengatasi peradangan pada kulit dan dermatosis. Topcort diproduksi dalam sediaan krim dan dapat digunakan untuk anak-anak dan dewasa.,Artikel lainnya: Cara Menghilangkan Eksim di Wajah yang Aman dan Efektif,"Selain itu obat ini juga digunakan untuk mengatasi masalah pada kulit, seperti :",Topcort krim digunakan untuk mengatasi peradangan pada kulit dengan gejala berikut:
Obat Kulit,Tolnaftate,Tolnaftate adalah obat yang digunakan untuk mengatasi masalah jamur kulit. Simak info lengkap obat Tolnaftate di sini.,Artikel Lainnya: Jamur Kulit Hanya Bisa Diatasi dengan Sabun Antiseptik?,Tolnaftate termasuk dalam golongan obat bebas. Sebaiknya penggunaan obat ini tetap sesuai dengan petunjuk yang ada dalam kemasan obat.,"Tolnaftate salep digunakan untuk mengobati masalah peradangan pada kulit yang disebabkan oleh jamur, seperti eksim, kutu air, infeksi tinea cruris, dan kurap."
Obat Kulit,Thromecon,Thromecon digunakan untuk mengobati dan mencegah penggumpalan darah.,Artikel Lainnya: Cara Mudah Menghilangkan Memar yang Bisa Anda Coba,Simpan pada suhu di bawah 30 derajat Celcius.,Thromecon umumnya digunakan dengan dioleskan tipis-tipis pada daerah yang sakit.
Obat Kulit,Thrombophob,"Thrombophob adalah obat topical (salep) dengan kandungan sodium heparin yang berfungsi dalam mengatasi flebitis superfisial, penyempitan pembuluh vena, dan cedera karena olahraga dan kecelakaan.","Artikel lainnya: 8 Penyebab Tubuh Gampang Memar, dari Kurang Vitamin Sampai Penyakit Serius","Thrombophob tergolong obat bebas terbatas yang dapat diperoleh tanpa resep dokter. Namun, penggunaannya harus sesuai dengan anjuran dokter atau tenaga medis ahli. Berikut adalah aturan penggunaan dan dosis penggunaan Thrombophob secara umum:","Manfaat salep Thrombophob, yaitu untuk mengatasi:"
Obat Kulit,Termisil,Termisil krim merupakan obat yang mengandung Terbinafine digunakan untuk membantu mengobati berbagai infeksi jamur.,Oleskan Termisil krim 1-2 kali sehari pada area kulit yang terinfeksi.,Efek samping yang mungkin dapat terjadi adalah:,"Cara Penyimpanan
Simpan pada suhu di bawah 30 derajat Celcius."
Obat Kulit,Synarcus,Synarcus merupakan obat anti inflamasi topikal berbentuk krim yang mengandung zat aktif Fluocinolone acetonide,"Efek samping yang mungkin terjadi selama pengunaan Synarcus, antara lain:","Kategori Kehamilan
Badan Pengawas Obat dan Makanan Amerika Serikat (FDA) mengkategorikan Synarcus ke dalam Kategori C:
Studi pada hewan telah menunjukkan efek buruk pada janin (teratogenik atau embriosidal atau lainnya) dan tidak ada studi terkontrol pada wanita atau studi pada wanita dan hewan tidak tersedia. Obat diberikan hanya jika manfaat yang yang diperoleh lebih besar dari potensi risiko pada janin.","Kontraindikasi
 Tidak boleh di berikan pada pada pasien dengan kondisi:"
Obat Kulit,Synalten,Synalten digunakan untuk mengatasi infeksi kulit yang disertai peradangan. Cek infonya disini.,"Artikel lainnya: Infeksi Jamur Kulit Jangan Dibiarkan, Ini Bahayanya!",Synalten adalah obat keras yang dapat dibeli dan digunakan sesuai dengan resep dokter.,Synalten digunakan untuk meredakan peradangan kulit yang disertai dengan infeksi bakteri .
Obat Kulit,Soralen,Soralen digunakan pada pasien psioriasis (peradangan kulit) parah dan vitiligo (perbedaan warna kulit yang signifikan).,Efek samping penggunaan Soralen yang mungkin terjadi adalah:,Interaksi Obat,"Kontraindikasi
Tidak boleh digunakan pada pasien aphakia (tidak memiliki lensa mata) yang memiliki riwayat melanoma."
Obat Kulit,Solinfec,Solinfec merupakan sediaan obat dalam bentuk tablet dan krim yang diproduksi oleh Ifars Indonesia.,"Cara Penyimpanan
Simpan pada suhu antara 15-30 derajat Celcius.","Kontraindikasi 
Hindari penggunaan Solinfec Tablet pada pasien dengan kondisi:","Efek samping yang mungkin terjadi selama pengunaan Solinfec, antara lain:"
Obat Kulit,Skizon,"Skizon adalah sediaan krim yang mengandung Betamethasone 0.05 % yang diindikasikan untuk mengobati penyakit kulit, gatal-gatal","Efek samping yang mungkin terjadi selama pengunaan Skizon, antara lain:","Interaksi Obat
Hati-hati jika menggunakan produk topikal lain secara bersamaan dengan Skizon krim.","Kontraindikasi
Tidak boleh diberikan pada pasien dengan kondisi:"
Obat Kulit,Skinovit-CP,Skinovit-CP digunakan untuk mengatasi jerawat.,"Cara Penyimpanan:
Simpan pada suhu antara 20-25°C. Jangan didinginkan atau dibekukan.",Kontraindikasi:,Efek samping yang mungkin terjadi antara lain:
Obat Kulit,Skinovit,"Skinovit digunakan untuk menyamarkan bintik-bintik hitam di kulit, kekasaran, dan kerutan halus pada kulit.","Skinovit krim 0.1 %, gel dan cairan obat luar",Efek samping yang mungkin terjadi antara lain:,"Cara Penyimpanan:
Simpan pada suhu antara 20-25°C. Jangan dibekukan."
Obat Kulit,Skilone,"Skilone merupakan obat topikal mengandung Betametason valerat, Gentamisin yang digunakan untuk mengobati peradangan dan infeksi bakteri",Artikel Lainnya: Jamur Kulit Hanya Bisa Diatasi dengan Sabun Antiseptik?,"Oleskan krim sebanyak 2-3 x sehari pada daerah kulit yang meradang. Durasi pengobatan bervariasi sesuai dengan respon pasien dan luas dan lokasi penyakit. Nilai kembali diagnosis, jika tidak ada perbaikan klinis setelah 3-4 minggu.",Skilone merupakan golongan obat keras. Obat ini memerlukan resep dokter untuk pembelian serta penggunaannya.
Obat Kulit,Scanovir,"Scanovir digunakan untuk mengobati infeksi virus herpes pada kulit, seperti Infeksi herpes genitalis awal, Herpes simpleks.","Efek samping yang mungkin terjadi selama pengunaan Scanovir, yaitu:","Kategori Kehamilan
Badan Pengawas Obat dan Makanan Amerika Serikat (FDA) mengategorikan Scanovir ke dalam Kategori B:
Studi reproduksi hewan tidak menunjukkan risiko janin tetapi tidak ada studi terkontrol pada wanita hamil atau studi reproduksi hewan menunjukkan efek buruk (selain penurunan kesuburan) yang tidak dikonfirmasi dalam studi terkontrol pada wanita pada trimester pertama (dan tidak ada bukti risiko pada trimester berikutnya).","Kontraindikasi
Hindari penggunaan Scanovir pada pasien yang memiliki indikasi hipersensitif (alergi) terhadap asiklovir dan valasiklovir."
Obat Kulit,Scanderma Plus,Scanderma Plus digunakan untuk mengatasi peradangan pada kulit yang disertai dengan infeksi bakteri.,"Cara Penyimpanan
Simpan pada suhu antara 20-25 derajat Celcius.","Kontraindikasi
Hindari penggunaan Scanderma Plus pada pasien yang hipersensitif terhadap kandungan dalam produk.","Efek samping yang mungkin terjadi selama pengunaan Scanderma Plus, antara lain:"
Obat Kulit,Scanderma,Scanderma merupakan sediaan obat dalam bentuk krim yang diproduksi oleh Tempo Scan Pasific Tbk.,"Cara Penyimpanan
Simpan pada suhu antara 15-30 derajat Celcius, serta terhindar dari cahaya.","Kontraindikasi 
 Tidak boleh digunakan oleh pasien yang telah diketahui memiliki alergi terhadap kandungan obat Scanderma.","Efek samping yang mungkin terjadi selama pengunaan Scanderma, antara lain:"
Obat Kulit,Scacid,Scacid adalah obat yang digunakan untuk mengobati infeksi kulit skabies atau kudis.,"Cara Penyimpanan
Simpan pada suhu dibawah 30 derajat Celcius.","Kontraindikasi 
 Tidak boleh digunakan oleh pasien yang telah diketahui memiliki alergi terhadap kandungan obat Scacid Krim.
 
 Kategori Kehamilan 
Badan Pengawas Obat dan Makanan Amerika Serikat (FDA) mengategorikan Scacid ke dalam Kategori B:
Studi pada reproduksi hewan tidak menunjukkan risiko janin, tetapi tidak ada studi terkontrol pada wanita hamil atau studi reproduksi hewan telah menunjukkan efek buruk (selain penurunan kesuburan) yang tidak dikonfirmasi dalam studi terkontrol pada wanita hamil trimester pertama (dan tidak ada bukti risiko pada trimester berikutnya).","Efek samping yang mungkin terjadi selama pengunaan Scacid, antara lain:"
Obat Kulit,Scabicore,Scabicore merupakan sediaan obat dalam bentuk krim yang digunakan untuk mengobati infeksi kulit skabies atau kudis,"Cara Penyimpanan
Simpan pada suhu dibawah 30 derajat Celcius.","Kontraindikasi 
 Tidak boleh digunakan oleh pasien yang hipersensitif terhadap permetrin, piretroid sintetis atau piretrin.
 
 Kategori Kehamilan 
Badan Pengawas Obat dan Makanan Amerika Serikat (FDA) mengategorikan Permethrin ke dalam Kategori B:
Studi pada reproduksi hewan tidak menunjukkan risiko janin, tetapi tidak ada studi terkontrol pada wanita hamil atau studi reproduksi hewan telah menunjukkan efek buruk (selain penurunan kesuburan) yang tidak dikonfirmasi dalam studi terkontrol pada wanita hamil trimester pertama (dan tidak ada bukti risiko pada trimester berikutnya).","Efek samping yang mungkin terjadi selama pengunaan Scabicore, antara lain:"
Obat Kulit,Salticin,Salticin merupakan sediaan obat dalam bentuk krim dan injeksi yang diproduksi oleh PT Interbat.,"Kontraindikasi 
 Tidak boleh digunakan oleh pasien yang telah diketahui memiliki alergi terhadap kandungan obat Salticin, gentamisin dan aminoglikosida lain. 
 
 Interaksi Obat","Perhatian Menyusui
Gentamicin diekskresikan kedalam ASI. Gunakan dengan hati-hati dan tetap konsultasikan pada dokter.",Kategori Kehamilan
Obat Kulit,Salgen,Salgen merupakan antibiotik topikal yang digunakan untuk menghambat dan membunuh bakteri penyebab infeksi bakteri.,"Efek samping yang mungkin terjadi selama penggunaan Salgen, antara lain:","Perhatian Menyusui
Gentamicine topikal diekskresikan dalam ASI. Tidak ada efek buruk pada bayi yag disusui. Tetap konsultasikan pada dokter sebelum menggunakan obat ini.","Kontraindikasi
Hindari penggunaan pada pasien yang memiliki riwayat hipersensitif terhadap gentamicin sulfat atau antibiotik golongan aminoglikosida lainnya

Kategori Kehamilan
Badan Pengawas Obat dan Makanan Amerika Serikat (FDA) mengkategorikan Salgen ke dalam Kategori C:
Studi pada hewan telah menunjukkan efek buruk pada janin (teratogenik atau embriosidal atau lainnya) dan tidak ada studi terkontrol pada wanita atau studi pada wanita dan hewan tidak tersedia. Obat diberikan hanya jika manfaat yang diperoleh lebih besar dari potensi risiko pada janin."
Obat Kulit,Salep Kulit Cap Badak,"Salep kulit cap badak digunakan untuk membantu mengobati penyakit kulit seperti panu, kudis, kurap, kutu air.","Cara Penyimpanan
Simpan pada suhu antara 25-30 derajat Celcius.","Kontraindikasi
Hindari penggunaan pada pasien yang memiliki riwayat hipersensitif terhadap salah satu komposisi dari Salep Kulit Cap Badak.",Efek samping penggunaan Salep Kulit Cap Badak yang mungkin terjadi adalah:
Obat Kulit,Sahne Skin Nutrition,"Sahne Skin Nutrition membantu kelembaban kulit, menghambat penuaan dini, kerutan pada kulit dan menjaga kulit dari efek negatif cuaca.","Cara Penyimpanan
Simpan ditempat kering dan sejuk, serta terhindar dari cahaya.","Kontraindikasi
Tidak boleh di berikan pada pasien yang hipersensitif terhadap komponen yang terkandung dalam produk.",Efek samping yang mungkin timbul adalah:
Obat Kulit,Sagestam,Infeksi bakteri pada kulit bisa diatasi dengan Sagestam. Apa kandungan dari obat Sagestam? Bagaimana cara pakainya? Cari tahu di sini!,Adapun Sagestam tetes mata dan salep mata digunakan untuk mengobati infeksi pada mata yang dipicu oleh bakteri.,Artikel Lainnya: Berbagai Jenis Penyakit Mata yang Umum Terjadi,"Sebelum menggunakan Sagestam, ada baiknya mengetahui keterangan-keterangan berikut."
Obat Kulit,Sagalon,Sagalon adalah obat yang mengandung Doxepin HCl berguna untuk membantu pengobatan jangka pendek pada pasien yang menderita pruritus,Efek samping penggunaan Sagalon yang mungkin terjadi adalah:,"Interaksi Obat
Tidak boleh diberikan secara bersamaan dengan obat-obat berikut:","Kontraindikasi
Hindari penggunaan pada pasien dengan kondisi:"
Obat Kulit,Rodeca,Rodeca digunakan sebagai bedak cair untuk membantu meringankan rasa gatal yang disebabkan biang keringat.,"Cara Penyimpanan
Simpan pada suhu dibawah 30 derajat Celcius.","Kontraindikasi
Hindari penggunaan Rodeca pada pasien yang memiliki indikasi hipersensitif atau alergi.

Peringatan dan Perhatikan",Rodeca belum ada efek samping yang dilaporkan. Jika terjadi iritasi segera hentikan pemakaian dan konsultasikan dengan Dokter.
Obat Kulit,Reviderm,Reviderm digunakan untuk membantu menghilangkan kerutan halus pada kulit wajah.,"Cara Penyimpanan
Simpan pada suhu dibawah 30 derajat Celcius.","Kontraindikasi
 Hindari penggunaan ReviDerm Krim pada pasien yang memiliki indikasi:","Efek samping yang mungkin terjadi selama pengunaan ReviDerm, yaitu:"
Obat Kulit,Retion,"Retion digunakan untuk mengatasi jerawat pustula, dan menghilangkan komedo.",Efek samping yang mungkin terjadi adalah:,Interaksi obat:,Kontraindikasi:
Obat Kulit,Retin-A,Retin-A Krim digunakan untuk mengatasi masalah jerawat.,Aturan penggunaan: dioleskan 1 x sehari sebelum tidur pada jerawat.,Efek samping yang mungkin timbul adalah:,"Cara Penyimpanan
Simpan pada suhu dibawah 30 derajat Celcius dalam wadah tertutup rapat dan terhindar dari cahaya."
Obat Kulit,Reticor,"Reticor adalah obat yang digunakan untuk mengatasi masalah jerawat sepeti jerawat vulgaris. pengurangan komedo, papula dan pustula.","Cara Penyimpanan
Simpan pada suhu dibawah 30 derajat Celcius dalam wadah tertutup rapat dan terhindar dari cahaya.","Kontraindikasi 
Hindari penggunaan pada pasien dengan kondisi:",Efek samping  yang dapat timbul yaitu:
Obat Kulit,Ressal Acne Lotion,Ressal Acne Lotion digunakan sebagai obat jerawat.,Penggunaan Ressal Acne Lotion setelah wajah dibersihkan dan gunakan sesuai petunjuk.,"Efek samping yang mungkin terjadi selama pengunaan Ressal Acne Lotion, antara lain kulit menjadi kering. Jika terjadi iritasi segera hentikan pemakaian dan konsultasikan dengan dokter dan apoteker.","Cara Penyimpanan
Simpan ditempat kering dan memiliki suhu ruangan."
Obat Kulit,Refaquin,"Bekerja dibawah sinar matahari membuat kulit sangat mudah mengalami melasma, salah satu obat untuk melasma yaitu refaquin.  Yuk, ketahui kandungan dan khasiat obat ini.",Artikel Lainnya: Berbagai Kondisi yang Bisa Menyebabkan Kulit Belang,Refaquin merupakan obat yang termasuk ke dalam golongan obat keras sehingga setiap pembelian dan penggunaannya harus sesuai petunjuk dokter. Berikut cara penggunaan Refaquin.,Refaquin krim digunakan sebagai terapi jangka pendek untuk mengatasi gangguan kulit (melasma) derajat sedang sampai berat .
Obat Kulit,Quintri,Quinitri untuk pengobatan jangka pendek melasma (sebagian area kulit menjadi lebih gelap dari kulit di sekitarnya) sedang hingga berat,Efek samping yang mungkin terjadi apabila menggunakan Quintri adalah:,Interaksi Obat,"Kontraindikas
 Hindari penggunaan Quintri pada penderita:"
Obat Kulit,Pyderma,"Pyderma digunakan untuk mengobati eksim (kulit gatal, merah dan kering, bahkan pecah-pecah dan kasar).","Efek samping yang mungkin terjadi selama pengunaan Pyderma, yaitu:","Interaksi Obat
 Berikut adalah beberapa interaksi obat yang umumnya terjadi saat penggunaan Pyderma:","Kontraindikasi
Hindari penggunaan pada pasien dengan kondisi:"
Obat Kulit,Protopic,"Protopic diindikasikan untuk Dermatitis atopik (penyakit kulit kronis yang membuat kulit meradang, gatal, kering dan pecah-pecah).",Efek samping yang mungkin timbul adalah:,"Perhatian Menyusui
Tidak diketahui apakah tacrolimus didistribusikan kedalam ASI setelah pemberian topikal ke kulit.","Kontraindikasi
Hindari penggunaan Protopic pada pasien yang hipersensitif.
 
 Kategori Kehamilan
 Menurut FDA (Badan Pengawas Obat dan Makanan Amerika Serikat) mengkategorikan Protopic ke dalam kategori C dengan penjelasan sebagai berikut:
Studi pada hewan telah menunjukkan efek buruk pada janin (teratogenik atau embriosidal atau lainnya) dan tidak ada studi terkontrol pada wanita atau studi pada wanita dan hewan tidak tersedia. Obat diberikan hanya jika manfaat yang yang diperoleh lebih besar dari potensi risiko pada janin."
